Species_ID,Bishop_DB_Match,TSN,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Scientific_name,taxonRank,Authority,Synonym,Authority_Source,Citation,Common_name,Code,Life_form,Life_cycle,Omit_in_NPSpecies,Complete,Update_date,Update_by,Update_comments,TSN_park,Park,Park_common_name,Life_form_park,Nativeness,Distribution,Conservation_status,Update_date_park,Update_by_park,Update_comments_park
20100315154438-114195466.041565,No,504097,Pandanales,Pandanaceae,Pandanus ,veitchii,NA,Pandanus veitchii,species,NA,NA,NA,NA,"variegated pandanus, hala",PANVEI,Tree,Perennial,FALSE,FALSE,NA,NA,NA,504097,PUHE,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-114332795.143127,No,-743946,Myrtales,Myrtaceae,Syzygium ,dealatum,NA,Syzygium dealatum,species,(Burkill) A. C. Smith,NA,Whistler 2004,NA,asi vai,SYZDEA,Tree,NA,FALSE,TRUE,NA,NA,NA,-743946,NPSA,asi vai,Tree,Native,ind,NA,NA,NA,NA
20100315154438-114623308.181763,Yes,893857,Gentianales,Apocynaceae,Tabernaemontana ,pandacaqui,NA,Tabernaemontana pandacaqui,species,Poir.,NA,Wagner et al. 2012,"Frohlich & Lau, 2010",NA,TABPAN,NA,Perennial,FALSE,FALSE,2013-12-12T15:30:01Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation data.",893857,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-114816963.672638,Yes,504609,Arecales,Arecaceae,Pritchardia ,schattaueri,NA,Pritchardia schattaueri,species,Hodel,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hodel 2007,Loulu,PRISCH,Tree,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.,504609,PUHO,NA,NA,Native,end,E,NA,NA,NA
20100315154438-115470111.370087,Yes,-9790171,Zingiberales,Zingiberaceae,Hedychium ,spicatum,NA,Hedychium spicatum,species,NA,NA,NA,NA,NA,HEDSPI,Herb,Perennial,FALSE,FALSE,NA,NA,NA,-9790171,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-115647733.211517,No,503059,Polygonales,Polygonaceae,Homalocladium ,platycladum,NA,Homalocladium platycladum,species,NA,NA,NA,NA,ribbonbush,HOMPLA,Shrub Vine,Perennial,FALSE,FALSE,NA,NA,NA,503059,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-116229474.544525,Yes,507797,Cyperales,Cyperaceae,Schoenoplectus,tabernaemontani,NA,Schoenoplectus tabernaemontani,species,(C. C. Gmel.) Palla,Schoenoplectus lacustris (L.) Palla subsp. validus (Vahl) T.Koyama,Wagner et al. 2012,"Smith, 1995","akaakai, `aka`akai",SCHTAB,Rush,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form",507797,HALE,NA,NA,Native,ind,NA,NA,NA,NA
20100315154438-117231607.437134,Yes,181927,Caryophyllales,Amaranthaceae,Amaranthus ,tricolor,NA,Amaranthus tricolor,species,NA,NA,NA,NA,Chinese spinach,AMATRI,Herb,Annual,FALSE,FALSE,NA,NA,NA,181927,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-117402136.325836,Yes,37421,Asterales,Asteraceae,Gamochaeta ,purpurea,NA,Gamochaeta purpurea,species,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,GAMPUR,Herb,Biennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",37421,HALE,purple cudweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-117402136.325836,Yes,37421,Asterales,Asteraceae,Gamochaeta ,purpurea,NA,Gamochaeta purpurea,species,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,GAMPUR,Herb,Biennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",37421,HAVO,purple cudweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-117402136.325836,Yes,37421,Asterales,Asteraceae,Gamochaeta ,purpurea,NA,Gamochaeta purpurea,species,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,GAMPUR,Herb,Biennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",37421,KALA,purple cudweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-117402136.325836,Yes,37421,Asterales,Asteraceae,Gamochaeta ,purpurea,NA,Gamochaeta purpurea,species,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,GAMPUR,Herb,Biennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",37421,PUHE,purple cudweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-117402136.325836,Yes,37421,Asterales,Asteraceae,Gamochaeta ,purpurea,NA,Gamochaeta purpurea,species,(L.) Cabrera,Gnaphalium purpureum L.,Wagner et al. 2012,"Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted",purple cudweed,GAMPUR,Herb,Biennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",37421,PUHO,purple cudweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-118249237.537384,Yes,17695,Polypodiales,Dryopteridaceae,Polystichum ,haleakalense,NA,Polystichum haleakalense,species,Brack.,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,"papa`oi, ka`upu",POLHAL,Fern,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,17695,HALE,NA,NA,Native,end,NA,NA,NA,NA
20100315154438-118249237.537384,Yes,17695,Polypodiales,Dryopteridaceae,Polystichum ,haleakalense,NA,Polystichum haleakalense,species,Brack.,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,"papa`oi, ka`upu",POLHAL,Fern,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,17695,HAVO,NA,NA,Native,end,NA,NA,NA,NA
20100315154438-118437349.796295,Yes,24088,Rosales,Pittosporaceae,Pittosporum ,terminalioides,NA,Pittosporum terminalioides,species,Planch. ex A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"ha‘awa, ho‘awa, hoawa",PITTER,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,24088,HALE,hō‘awa,Tree,Native,end,NA,NA,NA,NA
20100315154438-118437349.796295,Yes,24088,Rosales,Pittosporaceae,Pittosporum ,terminalioides,NA,Pittosporum terminalioides,species,Planch. ex A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"ha‘awa, ho‘awa, hoawa",PITTER,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,24088,HAVO,hō‘awa,Tree,Native,end,NA,NA,NA,NA
20100315154438-119043529.033661,Yes,508042,Rubiales,Rubiaceae,Spermacoce ,ovalifolia,NA,Spermacoce ovalifolia,species,(M. Martens & Galeotti) Hemsl.,NA,Wagner et al. 2012,"Lorence et al., 1995; Wagner et al., 1997; Oppenheimer, 2003",broadleaf false buttonweed,SPEOVA,Herb,Annual,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data. Updated life form in xref table from PLANTS database.,508042,NPSA,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-119544029.23584,Yes,42782,Liliales,Asparagaceae,Asparagus ,spp.,NA,Asparagus spp.,genus,NA,NA,NA,NA,Asparagus fern,ASPARA,Herb,NA,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",42782,HALE,asparagus fern,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-119544029.23584,Yes,42782,Liliales,Asparagaceae,Asparagus ,spp.,NA,Asparagus spp.,genus,NA,NA,NA,NA,Asparagus fern,ASPARA,Herb,NA,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",42782,KALA,asparagus fern,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-119544029.23584,Yes,42782,Liliales,Asparagaceae,Asparagus ,spp.,NA,Asparagus spp.,genus,NA,NA,NA,NA,Asparagus fern,ASPARA,Herb,NA,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",42782,HAVO,asparagus fern,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-119792342.185974,Yes,501998,Polypodiales,Woodsiaceae,Deparia ,marginalis,NA,Deparia marginalis,species,(Hillebr.) M.Kato,NA,2012 Bishop Museum Technical Report 60,Kato 2001; Palmer 2003,marginal false spleenwort,DEPMAR,Fern,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form ,501998,HALE,NA,NA,Native,end,NA,NA,NA,NA
20100315154438-119792342.185974,Yes,501998,Polypodiales,Woodsiaceae,Deparia ,marginalis,NA,Deparia marginalis,species,(Hillebr.) M.Kato,NA,2012 Bishop Museum Technical Report 60,Kato 2001; Palmer 2003,marginal false spleenwort,DEPMAR,Fern,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form ,501998,KALA,NA,NA,Native,end,NA,NA,NA,NA
20100315154438-119875490.665436,Yes,196041,Sapindales,Rutaceae,Melicope ,orbicularis,NA,Melicope orbicularis,species,(Hillebr.) T.G.Hartley & B.C.Stone,Pelea orbicularis Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989,alani,MELORB,Tree,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",196041,HALE,NA,Tree,Native,end,NA,2021-10-14T00:00:00Z,Jacob Gross,"JG (2021 update): changed lifeform from [blank] to ""Tree""."
20100315154438-120011270.046234,Yes,28259,Euphorbiales,Euphorbiaceae,Codiaeum ,variegatum,NA,Codiaeum variegatum,species,(L.) Juss. ,NA,ITIS,NA,garden croton,CODVAR,Tree,Perennial,FALSE,TRUE,NA,NA,NA,28259,AMME,NA,Tree,Non-Native,NA,NA,NA,NA,NA
20100315154438-120011270.046234,Yes,28259,Euphorbiales,Euphorbiaceae,Codiaeum ,variegatum,NA,Codiaeum variegatum,species,(L.) Juss. ,NA,ITIS,NA,garden croton,CODVAR,Tree,Perennial,FALSE,TRUE,NA,NA,NA,28259,WAPA,NA,Tree,Non-Native,NA,NA,NA,NA,NA
20100315154438-120011270.046234,Yes,28259,Euphorbiales,Euphorbiaceae,Codiaeum ,variegatum,NA,Codiaeum variegatum,species,(L.) Juss. ,NA,ITIS,NA,garden croton,CODVAR,Tree,Perennial,FALSE,TRUE,NA,NA,NA,28259,NPSA,garden croton,Tree,Non-Native,nat,NA,NA,NA,NA
20100315154438-120123505.592346,Yes,822366,Apiales,Araliaceae,Polyscias,kavaiensis,NA,Polyscias kavaiensis,species,NA,Tetraplasandra kavaiensis,Wagner et al. 2012,"Lowery & Plunkett, 2010",‘Ohe‘ohe,POLKAV,Tree,Perennial,FALSE,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,822366,HAVO,`ohe`ohe,NA,Native,NA,NA,NA,NA,NA
20100315154438-120123505.592346,Yes,822366,Apiales,Araliaceae,Polyscias,kavaiensis,NA,Polyscias kavaiensis,species,NA,Tetraplasandra kavaiensis,Wagner et al. 2012,"Lowery & Plunkett, 2010",‘Ohe‘ohe,POLKAV,Tree,Perennial,FALSE,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,822366,HALE,`ohe`ohe,NA,Native,NA,NA,NA,NA,NA
20100315154438-120123505.592346,Yes,822366,Apiales,Araliaceae,Polyscias,kavaiensis,NA,Polyscias kavaiensis,species,NA,Tetraplasandra kavaiensis,Wagner et al. 2012,"Lowery & Plunkett, 2010",‘Ohe‘ohe,POLKAV,Tree,Perennial,FALSE,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,822366,KALA,`ohe`ohe,NA,Native,NA,NA,NA,NA,NA
20100315154438-121549963.951111,No,-9789828,Asterales,Asteraceae,Cyanthillium ,cinereum,var. parviflora,Cyanthillium cinereum var. parviflora,varietas,NA,NA,NA,NA,Little ironweed,CYACIN1,Herb,Annual,FALSE,FALSE,NA,NA,NA,-9789828,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-122256934.642792,No,523875,Campanulales,Campanulaceae,Clermontia ,oblongifolia,ssp. brevipes,Clermontia oblongifolia ssp. brevipes,subspecies,Gaudich.; (E.Wimm.) Lammers,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,"`Oha wai, Oahu clermontia",CLEOBL1,Tree,Perennial,FALSE,FALSE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,523875,KALA,NA,NA,Native,end,NA,NA,NA,NA
20100315154438-122826933.860779,Yes,41565,Cyperales,Poaceae,Chloris ,gayana,NA,Chloris gayana,species,Kunth,NA,Wagner et al. 2012,"Hughes, 1995","rhodesgrass, Rhodes grass",CHLGAY,Grass,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,41565,HAVO,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-123082816.6008,Yes,500435,Liliales,Liliaceae,Narcissus ,spp.,NA,Narcissus spp.,genus,NA,NA,NA,NA,NA,NARSP.,NA,NA,FALSE,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",500435,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-123320698.738098,Yes,18248,Piperales,Piperaceae,Peperomia ,globulanthera,NA,Peperomia globulanthera,species,C. DC.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,`ala`ala-wai-nui,PEPGLO,Herb,Both,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,18248,HALE,‘ala‘ala wai nui,Herb,Native,end,,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,KAHO,ti,Shrub,Non-Native,pol ,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,HALE,ti,Shrub,Non-Native,pol ,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,NPSA,lauti,Shrub,Non-Native,nat,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,KALA,ti,Shrub,Non-Native,pol ,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,HAVO,ti,Shrub,Non-Native,pol ,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,PUHE,ti,Shrub,Non-Native,pol ,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,PUHO,ti,Shrub,Non-Native,pol ,NA,NA,NA,NA
20100315154438-123594641.685486,Yes,43183,Liliales,Asparagaceae,Cordyline ,fruticosa,NA,Cordyline fruticosa,species,(L.) A. Chev,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,ti,CORFRU,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,43183,WAPA,ti,Shrub,Non-Native,NA,NA,NA,NA,NA
