"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName.x","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match","bish_scientificName.y","bish_all_synonyms_alphabetical","bish_synonyms_abbreviated"
"18","20100315154438-109438002.109528","Yes",17857,"Polypodiales","Pteridaceae","Coniogramme","pilosa",NA,"Coniogramme pilosa","species","(Brack.) Hieron.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","loulu","CONPIL","Fern","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",17857,"KALA","lo‘ulu","Fern","Native","end",NA,NA,NA,NA,"Coniogramme pilosa","(Brack.) Hieron.","E6D51DC0-0D88-4B78-9E05-0F42173D5274","Coniogramme pilosa","(Brack.) Hieron.","Accepted","E6D51DC0-0D88-4B78-9E05-0F42173D5274","Accepted","17281520-1","C234A08F-C26E-4311-B33E-F8892CDD10EA","Coniogramme pilosa","(Brack.) Hieron.","Hedwigia 57. 312 (1916)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","Coniogramme","NULL","pilosa","NULL","NULL","NULL","NULL","lo‘ulu, loʻulu [loulu]","Yes","Coniogramme pilosa","Coniogramme fraxinea, Coniogramme javanica, Gymnogramma javanica, Gymnogramma pilosa","Coniogramme fraxinea, C. javanica, Gymnogramma pilosa, G. javanica"
"19","20100315154438-109438002.109528","Yes",17857,"Polypodiales","Pteridaceae","Coniogramme","pilosa",NA,"Coniogramme pilosa","species","(Brack.) Hieron.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","loulu","CONPIL","Fern","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",17857,"HAVO","lo‘ulu","Fern","Native","end",NA,NA,NA,NA,"Coniogramme pilosa","(Brack.) Hieron.","E6D51DC0-0D88-4B78-9E05-0F42173D5274","Coniogramme pilosa","(Brack.) Hieron.","Accepted","E6D51DC0-0D88-4B78-9E05-0F42173D5274","Accepted","17281520-1","C234A08F-C26E-4311-B33E-F8892CDD10EA","Coniogramme pilosa","(Brack.) Hieron.","Hedwigia 57. 312 (1916)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","Coniogramme","NULL","pilosa","NULL","NULL","NULL","NULL","lo‘ulu, loʻulu [loulu]","Yes","Coniogramme pilosa","Coniogramme fraxinea, Coniogramme javanica, Gymnogramma javanica, Gymnogramma pilosa","Coniogramme fraxinea, C. javanica, Gymnogramma pilosa, G. javanica"
"20","20100315154438-109488487.243652","Yes",36072,"Asterales","Asteraceae","Pluchea","indica",NA,"Pluchea indica","species","(L.) Less.",NA,"Wagner et al. 2012","Oppenheimer & Bartlett, 2002","Indian fleabane","PLUIND1","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",36072,"KALA","Indian fleabane","Shrub","Non-Native","nat",NA,NA,NA,NA,"Pluchea indica","(L.) Less.","4D3CC37F-C40E-474C-9F4D-37937B891225","Pluchea indica","(L.) Less.","Accepted","4D3CC37F-C40E-474C-9F4D-37937B891225","Accepted","238839-1","C53D9128-9194-4840-8F06-9D41FD1591DB","Pluchea indica","(L.) Less.","Linnaea 6: 150 (1831)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Pluchea","NULL","indica","NULL","NULL","NULL","NULL","Indian fleabane, Indian pluchea, liua (Ni‘ihau via St. John), marsh fleabane","Yes","Pluchea indica","Baccharis indica, Conyza indica, Placus indicus","Placus indicus, Baccharis indica, Conyza indica"
"21","20100315154438-109488487.243652","Yes",36072,"Asterales","Asteraceae","Pluchea","indica",NA,"Pluchea indica","species","(L.) Less.",NA,"Wagner et al. 2012","Oppenheimer & Bartlett, 2002","Indian fleabane","PLUIND1","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",36072,"KAHO","Indian fleabane","Shrub","Non-Native","nat",NA,NA,NA,NA,"Pluchea indica","(L.) Less.","4D3CC37F-C40E-474C-9F4D-37937B891225","Pluchea indica","(L.) Less.","Accepted","4D3CC37F-C40E-474C-9F4D-37937B891225","Accepted","238839-1","C53D9128-9194-4840-8F06-9D41FD1591DB","Pluchea indica","(L.) Less.","Linnaea 6: 150 (1831)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Pluchea","NULL","indica","NULL","NULL","NULL","NULL","Indian fleabane, Indian pluchea, liua (Ni‘ihau via St. John), marsh fleabane","Yes","Pluchea indica","Baccharis indica, Conyza indica, Placus indicus","Placus indicus, Baccharis indica, Conyza indica"
"22","20100315154438-109563529.491425","Yes",17561,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata",NA,"Dryopteris unidentata","species","(Hook. & Arn.) C. Chr.",NA,"Wagner et al. 2012",NA,"'akole","DRYUNI3","Fern","Perennial",TRUE,TRUE,NA,NA,NA,17561,"HALE","‘akole","Fern","Native","end",NA,NA,NA,NA,"Dryopteris unidentata","(Hook. & Arn.) C. Chr.","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata","(Hook. & Arn.) C.Chr.","Accepted","4F6EBA62-4E96-43BE-B226-2755EC739B54","Accepted","17101360-1","4F2EB428-A2A1-495F-96B1-3E6C8E943E8B","Dryopteris unidentata","(Hook. & Arn.) C.Chr.","Index Filic.: 299 (1905)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","NULL","NULL","NULL","NULL","NULL","Yes","Dryopteris unidentata","Dryopteris acutidens, Dryopteris unidentata var. acutidens, Nephrodium unidentatum, Phegopteris spinulosa, Phegopteris unidentata, Polypodium spinulosum, Polypodium unidentatum","Dryopteris unidentata var. acutidens, Phegopteris unidentata, D. acutidens, Polypodium spinulosum, Nephrodium unidentatum, P. unidentatum, P. spinulosa"
"23","20100315154438-109563529.491425","Yes",17561,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata",NA,"Dryopteris unidentata","species","(Hook. & Arn.) C. Chr.",NA,"Wagner et al. 2012",NA,"'akole","DRYUNI3","Fern","Perennial",TRUE,TRUE,NA,NA,NA,17561,"KALA","‘akole","Fern","Native","end",NA,NA,NA,NA,"Dryopteris unidentata","(Hook. & Arn.) C. Chr.","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata","(Hook. & Arn.) C.Chr.","Accepted","4F6EBA62-4E96-43BE-B226-2755EC739B54","Accepted","17101360-1","4F2EB428-A2A1-495F-96B1-3E6C8E943E8B","Dryopteris unidentata","(Hook. & Arn.) C.Chr.","Index Filic.: 299 (1905)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","NULL","NULL","NULL","NULL","NULL","Yes","Dryopteris unidentata","Dryopteris acutidens, Dryopteris unidentata var. acutidens, Nephrodium unidentatum, Phegopteris spinulosa, Phegopteris unidentata, Polypodium spinulosum, Polypodium unidentatum","Dryopteris unidentata var. acutidens, Phegopteris unidentata, D. acutidens, Polypodium spinulosum, Nephrodium unidentatum, P. unidentatum, P. spinulosa"
"24","20100315154438-109563529.491425","Yes",17561,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata",NA,"Dryopteris unidentata","species","(Hook. & Arn.) C. Chr.",NA,"Wagner et al. 2012",NA,"'akole","DRYUNI3","Fern","Perennial",TRUE,TRUE,NA,NA,NA,17561,"HAVO","‘akole","Fern","Native","end",NA,NA,NA,NA,"Dryopteris unidentata","(Hook. & Arn.) C. Chr.","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata","(Hook. & Arn.) C.Chr.","Accepted","4F6EBA62-4E96-43BE-B226-2755EC739B54","Accepted","17101360-1","4F2EB428-A2A1-495F-96B1-3E6C8E943E8B","Dryopteris unidentata","(Hook. & Arn.) C.Chr.","Index Filic.: 299 (1905)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","NULL","NULL","NULL","NULL","NULL","Yes","Dryopteris unidentata","Dryopteris acutidens, Dryopteris unidentata var. acutidens, Nephrodium unidentatum, Phegopteris spinulosa, Phegopteris unidentata, Polypodium spinulosum, Polypodium unidentatum","Dryopteris unidentata var. acutidens, Phegopteris unidentata, D. acutidens, Polypodium spinulosum, Nephrodium unidentatum, P. unidentatum, P. spinulosa"
"25","20100315154438-109738528.728485","Yes",897637,"Polypodiales","Dryopteridaceae","Dryopteris","glabra","var. nuda","Dryopteris glabra var. nuda","varietas","(Brack.) Kuntze; (Underw.) Fraser-Jenk.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","kilau, hohiu","DRYGLA5","Fern","Perennial",FALSE,TRUE,2013-12-12 15:49:44,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",897637,"HALE","kīlau","Fern","Native","end",NA,NA,NA,NA,"Dryopteris glabra var. nuda","(Brack.) Kuntze; (Underw.) Fraser-Jenk.","20FD8298-477E-44EC-A814-C19EFFD0FA52","Dryopteris glabra var. nuda","(Underw.) Fraser-Jenk.","Heterotypic_Synonym","8F4C6ACD-DE73-43FB-BCB8-7D0EB639E94C","Accepted","77233241-1","46C80117-1B79-4F38-AF07-A401FBB54556","Dryopteris glabra var. glabra","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","glabra","glabra","NULL","Endangered","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","hohiu, kīlau [kilau]","Yes","Dryopteris glabra var. glabra","Aspidium glabrum var. ambiguum, Aspidium glabrum var. quadripinnatum, Aspidium glabrum var. soripes, Dryopteris alboviridis, Dryopteris glabra var. alboviridis, Dryopteris glabra var. hobdyana, Dryopteris glabra var. nuda, Dryopteris glabra var. soripes, Dryopteris hobdyana, Dryopteris nuda, Nephrodium rubiginosum var. nudicaule","Dryopteris glabra var. soripes, D. glabra var. nuda, D. glabra var. alboviridis, D. glabra var. hobdyana, Aspidium glabrum var. soripes, A. glabrum var. quadripinnatum, A. glabrum var. ambiguum, Nephrodium rubiginosum var. nudicaule, D. hobdyana, D."
"26","20100315154438-109738528.728485","Yes",897637,"Polypodiales","Dryopteridaceae","Dryopteris","glabra","var. nuda","Dryopteris glabra var. nuda","varietas","(Brack.) Kuntze; (Underw.) Fraser-Jenk.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","kilau, hohiu","DRYGLA5","Fern","Perennial",FALSE,TRUE,2013-12-12 15:49:44,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",897637,"KALA","kīlau","Fern","Native","end",NA,NA,NA,NA,"Dryopteris glabra var. nuda","(Brack.) Kuntze; (Underw.) Fraser-Jenk.","20FD8298-477E-44EC-A814-C19EFFD0FA52","Dryopteris glabra var. nuda","(Underw.) Fraser-Jenk.","Heterotypic_Synonym","8F4C6ACD-DE73-43FB-BCB8-7D0EB639E94C","Accepted","77233241-1","46C80117-1B79-4F38-AF07-A401FBB54556","Dryopteris glabra var. glabra","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","glabra","glabra","NULL","Endangered","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","hohiu, kīlau [kilau]","Yes","Dryopteris glabra var. glabra","Aspidium glabrum var. ambiguum, Aspidium glabrum var. quadripinnatum, Aspidium glabrum var. soripes, Dryopteris alboviridis, Dryopteris glabra var. alboviridis, Dryopteris glabra var. hobdyana, Dryopteris glabra var. nuda, Dryopteris glabra var. soripes, Dryopteris hobdyana, Dryopteris nuda, Nephrodium rubiginosum var. nudicaule","Dryopteris glabra var. soripes, D. glabra var. nuda, D. glabra var. alboviridis, D. glabra var. hobdyana, Aspidium glabrum var. soripes, A. glabrum var. quadripinnatum, A. glabrum var. ambiguum, Nephrodium rubiginosum var. nudicaule, D. hobdyana, D."
"27","20100315154438-110386848.449707","Yes",897632,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata","var. unidentata","Dryopteris unidentata var. unidentata","varietas","(Hook. & Arn.) C.Chr.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003",NA,"DRYUNI4","Fern","Perennial",FALSE,FALSE,2013-12-12 15:46:39,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",897632,"HALE",NA,NA,"Native","end",NA,NA,NA,NA,"Dryopteris unidentata var. unidentata","(Hook. & Arn.) C.Chr.","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Dryopteris unidentata var. unidentata","NULL","Accepted","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Accepted","77233611-1","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata var. unidentata","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","unidentata","NULL","NULL","NULL","‘akole","Yes","Dryopteris unidentata var. unidentata","",""
"28","20100315154438-110386848.449707","Yes",897632,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata","var. unidentata","Dryopteris unidentata var. unidentata","varietas","(Hook. & Arn.) C.Chr.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003",NA,"DRYUNI4","Fern","Perennial",FALSE,FALSE,2013-12-12 15:46:39,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",897632,"HAVO",NA,NA,"Native","end",NA,NA,NA,NA,"Dryopteris unidentata var. unidentata","(Hook. & Arn.) C.Chr.","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Dryopteris unidentata var. unidentata","NULL","Accepted","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Accepted","77233611-1","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata var. unidentata","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","unidentata","NULL","NULL","NULL","‘akole","Yes","Dryopteris unidentata var. unidentata","",""
"29","20100315154438-110386848.449707","Yes",897632,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata","var. unidentata","Dryopteris unidentata var. unidentata","varietas","(Hook. & Arn.) C.Chr.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003",NA,"DRYUNI4","Fern","Perennial",FALSE,FALSE,2013-12-12 15:46:39,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",897632,"KALA",NA,NA,"Native","end",NA,NA,NA,NA,"Dryopteris unidentata var. unidentata","(Hook. & Arn.) C.Chr.","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Dryopteris unidentata var. unidentata","NULL","Accepted","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Accepted","77233611-1","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata var. unidentata","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","unidentata","NULL","NULL","NULL","‘akole","Yes","Dryopteris unidentata var. unidentata","",""
"30","20100315154438-111181378.364563","Yes",506117,"Theales","Theaceae","Camellia","japonica",NA,"Camellia japonica","species",NA,NA,NA,NA,"camellia","CAMJAP","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,506117,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Camellia japonica","","02E65C20-E665-47AF-81E0-7C83641073E2","Camellia japonica","L.","Accepted","02E65C20-E665-47AF-81E0-7C83641073E2","Accepted","828524-1","2002E08A-C32E-4FFC-A68B-C6A5B5564418","Camellia japonica","L.","Sp. Pl.: 698 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Ericales","Theaceae","Camellia","NULL","japonica","NULL","NULL","Least Concern","NULL","camellia","Yes","Camellia japonica","Camellia bonnardii, Camellia bononicana, Camellia fimbriata, Camellia florida, Camellia hayaoi, Camellia hozanensis, Camellia imbricata, Camellia imperialis, Camellia incarnata, Camellia japonica f. albipetala, Camellia japonica f. ilicifolia, Camellia japonica f. lancifolia, Camellia japonica f. leucantha, Camellia japonica f. lilifolia, Camellia japonica f. longifolia, Camellia japonica f. macrocarpa, Camellia japonica f. otome, Camellia japonica f. parviflora, Camellia japonica f. polypetala, Camellia japonica f. trifida, Camellia japonica var. adelaideae, Camellia japonica var. anemoniflora-rosea, Camellia japonica var. chandleri, Camellia japonica var. concava, Camellia japonica var. conferta, Camellia japonica var. curvatifolia, Camellia japonica var. delicatissima, Camellia japonica var. donckelarii, Camellia japonica var. eburnea, Camellia japonica var. foliolosa, Camellia japonica var. halleyi, Camellia japonica var. haylockii, Camellia japonica var. hexapetala, Camellia japonica var. hortensis, Camellia japonica var. hozanensis, Camellia japonica var. imbricata-alba, Camellia japonica var. kurtzii, Camellia japonica var. latifolia, Camellia japonica var. leeana-superba, Camellia japonica var. longifolia, Camellia japonica var. lysantha, Camellia japonica var. macrocarpa, Camellia japonica var. minuta, Camellia japonica var. modesta, Camellia japonica var. nakaii, Camellia japonica var. picta, Camellia japonica var. picturata, Camellia japonica var. porrecta, Camellia japonica var. pumila, Camellia japonica var. punctata-major, Camellia japonica var. resplendens, Camellia japonica var. rosigena, Camellia japonica var. spofforthiae, Camellia japonica var. spontanea, Camellia japonica var. sporrorthiana, Camellia japonica var. tamponea, Camellia japonica var. triumphans, Camellia japonica var. ulantha, Camellia japonica var. variegata, Camellia japonica var. venosa, Camellia japonica var. victrix, Camellia japonica var. woodsii, Camellia kaempferia, Camellia maeleniana, Camellia marginata, Camellia mutabilis, Camellia nakaii, Camellia planipetala, Camellia sylvestris, Camellia tsubakki, Camellia tuckiana, Camellia wabiske, Thea camellia, Thea hozanensis, Thea japonica, Thea japonica var. spontanea, Thea nakaii, Thea reticulata var. wabiske","Camellia japonica var. chandleri, C. japonica f. trifida, C. japonica var. halleyi, C. japonica var. delicatissima, C. japonica var. hexapetala, C. japonica f. otome, C. japonica f. lancifolia, C. japonica var. modesta, C. japonica var. victrix, C."
"31","20100315154438-111181378.364563","Yes",506117,"Theales","Theaceae","Camellia","japonica",NA,"Camellia japonica","species",NA,NA,NA,NA,"camellia","CAMJAP","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,506117,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Camellia japonica","","02E65C20-E665-47AF-81E0-7C83641073E2","Camellia japonica","L.","Accepted","02E65C20-E665-47AF-81E0-7C83641073E2","Accepted","828524-1","2002E08A-C32E-4FFC-A68B-C6A5B5564418","Camellia japonica","L.","Sp. Pl.: 698 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Ericales","Theaceae","Camellia","NULL","japonica","NULL","NULL","Least Concern","NULL","camellia","Yes","Camellia japonica","Camellia bonnardii, Camellia bononicana, Camellia fimbriata, Camellia florida, Camellia hayaoi, Camellia hozanensis, Camellia imbricata, Camellia imperialis, Camellia incarnata, Camellia japonica f. albipetala, Camellia japonica f. ilicifolia, Camellia japonica f. lancifolia, Camellia japonica f. leucantha, Camellia japonica f. lilifolia, Camellia japonica f. longifolia, Camellia japonica f. macrocarpa, Camellia japonica f. otome, Camellia japonica f. parviflora, Camellia japonica f. polypetala, Camellia japonica f. trifida, Camellia japonica var. adelaideae, Camellia japonica var. anemoniflora-rosea, Camellia japonica var. chandleri, Camellia japonica var. concava, Camellia japonica var. conferta, Camellia japonica var. curvatifolia, Camellia japonica var. delicatissima, Camellia japonica var. donckelarii, Camellia japonica var. eburnea, Camellia japonica var. foliolosa, Camellia japonica var. halleyi, Camellia japonica var. haylockii, Camellia japonica var. hexapetala, Camellia japonica var. hortensis, Camellia japonica var. hozanensis, Camellia japonica var. imbricata-alba, Camellia japonica var. kurtzii, Camellia japonica var. latifolia, Camellia japonica var. leeana-superba, Camellia japonica var. longifolia, Camellia japonica var. lysantha, Camellia japonica var. macrocarpa, Camellia japonica var. minuta, Camellia japonica var. modesta, Camellia japonica var. nakaii, Camellia japonica var. picta, Camellia japonica var. picturata, Camellia japonica var. porrecta, Camellia japonica var. pumila, Camellia japonica var. punctata-major, Camellia japonica var. resplendens, Camellia japonica var. rosigena, Camellia japonica var. spofforthiae, Camellia japonica var. spontanea, Camellia japonica var. sporrorthiana, Camellia japonica var. tamponea, Camellia japonica var. triumphans, Camellia japonica var. ulantha, Camellia japonica var. variegata, Camellia japonica var. venosa, Camellia japonica var. victrix, Camellia japonica var. woodsii, Camellia kaempferia, Camellia maeleniana, Camellia marginata, Camellia mutabilis, Camellia nakaii, Camellia planipetala, Camellia sylvestris, Camellia tsubakki, Camellia tuckiana, Camellia wabiske, Thea camellia, Thea hozanensis, Thea japonica, Thea japonica var. spontanea, Thea nakaii, Thea reticulata var. wabiske","Camellia japonica var. chandleri, C. japonica f. trifida, C. japonica var. halleyi, C. japonica var. delicatissima, C. japonica var. hexapetala, C. japonica f. otome, C. japonica f. lancifolia, C. japonica var. modesta, C. japonica var. victrix, C."
