created_at,observed_on_string,taxon.name,taxon.rank,taxon.preferred_common_name,uri,location,geoprivacy,positional_accuracy_meters,user.login,park,parkName,row_id
2023-01-13T20:16:45-10:00,2023-01-13 12:07:28,Mollugo verticillata,species,green carpetweed,https://www.inaturalist.org/observations/146513528,"19.68410027,-156.02287201",NA,3,paul_norwood,Kaloko-Honokohau National Historical Park,KAHO,29117
2023-01-13T20:16:35-10:00,2023-01-13 12:05:42,Euploca procumbens,species,fourspike heliotrope,https://www.inaturalist.org/observations/146513521,"19.6845149,-156.02315538",NA,4,paul_norwood,Kaloko-Honokohau National Historical Park,KAHO,29118
2023-01-13T20:16:25-10:00,2023-01-13 12:02:09,Indigofera spicata,species,Creeping Indigo,https://www.inaturalist.org/observations/146513520,"19.68579041,-156.02424083",NA,3,paul_norwood,Kaloko-Honokohau National Historical Park,KAHO,29119
2026-01-16T18:53:26-10:00,2026-01-16 13:45:43,Ficus benghalensis,species,Indian banyan,https://www.inaturalist.org/observations/335030230,"20.665905,-156.0508416667",NA,94,alieser,Haleakala National Park,HALE,29184
2026-01-12T20:39:18-10:00,2026-01-12 12:30:20-10:00,Microsorum scolopendria,species,monarch fern,https://www.inaturalist.org/observations/334581213,"20.6670333333,-156.0513305",NA,5,sophie_marin,Haleakala National Park,HALE,29262
2025-12-14T18:50:58-10:00,2025-12-14 18:49:50,Dimerocostus strobilaceus,species,NA,https://www.inaturalist.org/observations/330814675,"20.6650000856,-156.0484307259",NA,573,joeylatsha,Haleakala National Park,HALE,29371
2025-12-05T20:51:54-10:00,2025-11-29 08:30:27,Asplenium musifolium,species,‘ēkaha,https://www.inaturalist.org/observations/329664146,"20.6686583333,-156.0525666667",NA,38,bladerian,Haleakala National Park,HALE,29425
2025-11-25T10:09:57-10:00,2025-11-24 10:45:28,Ficus benghalensis,species,Indian banyan,https://www.inaturalist.org/observations/328240421,"20.66577,-156.0510555",NA,4,lgo987,Haleakala National Park,HALE,29514
2025-11-25T10:09:29-10:00,2025-11-24 10:45:46,Ficus benghalensis,species,Indian banyan,https://www.inaturalist.org/observations/328240367,"20.665695,-156.0509945",NA,6,lgo987,Haleakala National Park,HALE,29515
2025-11-20T15:46:21-10:00,2025-11-20 10:06:08-10:00,Asplenium musifolium,species,‘ēkaha,https://www.inaturalist.org/observations/327450799,"20.6684916667,-156.05255",NA,4,janeatx,Haleakala National Park,HALE,29523
2025-11-16T15:18:38-10:00,2025/11/12 2:43 PM,Cyperus meyenianus,species,Meyen's Flatsedge,https://www.inaturalist.org/observations/326889312,"20.6651444444,-156.0498666667",NA,NA,necology,Haleakala National Park,HALE,29580
2025-08-24T03:41:58-10:00,2025-08-17 14:53:55-10:00,Cyperus meyenianus,species,Meyen's Flatsedge,https://www.inaturalist.org/observations/308705110,"20.6651466667,-156.0503083333",NA,169,thefruithunter,Haleakala National Park,HALE,29820
2025-08-22T06:13:39-10:00,2025-08-17 15:18:23-10:00,Asplenium musifolium,species,‘ēkaha,https://www.inaturalist.org/observations/308218952,"20.66797,-156.0522",NA,19,thefruithunter,Haleakala National Park,HALE,29830
2025-08-05T07:14:20-10:00,2025-08-03 12:44:30-10:00,Erigeron bellioides,species,daisy fleabane,https://www.inaturalist.org/observations/304019678,"20.6680235473,-156.0517836096",NA,4,sbierker,Haleakala National Park,HALE,29905
2025-07-23T21:02:01-10:00,2025-07-23 13:14:08,Fagraea berteroana,species,Pua Kenikeni,https://www.inaturalist.org/observations/300605158,"20.6619333333,-156.0444195",NA,2,garjr513,Haleakala National Park,HALE,30001
2025-06-30T16:36:31-10:00,2025-06-15 15:14:09,Epilobium ciliatum,species,fringed willowherb,https://www.inaturalist.org/observations/294220658,"20.7182383333,-156.1594083333",NA,6,zacpfeifer,Haleakala National Park,HALE,30140
2025-06-10T09:48:28-10:00,2017-06-10 09:48:00-10:00,Ficus benghalensis,species,Indian banyan,https://www.inaturalist.org/observations/288553252,"20.6647227446,-156.0475017769",NA,732,bethany_lee,Haleakala National Park,HALE,30299
2025-05-10T03:58:58-10:00,2013/09/26 1:21 PM,Ficus benghalensis,species,Indian banyan,https://www.inaturalist.org/observations/279938318,"20.665684,-156.050979",NA,NA,marktheplanthunter,Haleakala National Park,HALE,30409
2025-04-18T12:27:06-10:00,2025/03/15 12:13 PM,Brugmansia,genus,angel's trumpets,https://www.inaturalist.org/observations/271312489,"20.7682333333,-156.2374833333",NA,NA,patmlucas,Haleakala National Park,HALE,30512
2025-04-17T21:38:52-10:00,Tue Feb 11 2025 16:10:16 GMT-1000 (HST),Microlepia setosa mauiensis,variety,maui palapalai,https://www.inaturalist.org/observations/271163378,"20.7090716667,-156.1075583333",NA,5,amandagersoff,Haleakala National Park,HALE,30514
2025-04-07T17:48:47-10:00,2025-04-07 17:48:30-10:00,Fragaria vesca,species,woodland strawberry,https://www.inaturalist.org/observations/269232660,"20.7667482225,-156.2365630847",NA,3,jostzwiebel,Haleakala National Park,HALE,30556
2025-03-29T11:11:49-10:00,2025-03-28 14:41:56,Macroptilium atropurpureum,species,Purple Bush-Bean,https://www.inaturalist.org/observations/267586204,"20.6622805997,-156.0444728997",NA,NA,anton_clifford,Haleakala National Park,HALE,30585
2025-03-19T21:20:09-10:00,2025-03-19 15:54:20-10:00,Asplenium musifolium,species,‘ēkaha,https://www.inaturalist.org/observations/266067786,"20.670945,-156.0550445",NA,14,lila95181,Haleakala National Park,HALE,30638
2025-03-19T21:00:44-10:00,2025-03-19 14:56:41-10:00,Enterolobium cyclocarpum,species,elephant ear tree,https://www.inaturalist.org/observations/266066733,"20.6641216667,-156.0460583333",NA,4,lila95181,Haleakala National Park,HALE,30650
2025-03-13T16:53:24-10:00,2025-03-13 16:27:50-10:00,Macroptilium atropurpureum,species,Purple Bush-Bean,https://www.inaturalist.org/observations/265239224,"20.6622192403,-156.0444043951",NA,3,ccgibbons,Haleakala National Park,HALE,30672
2025-02-04T21:30:26-10:00,2025-02-03 11:17:08-10:00,Macroptilium atropurpureum,species,Purple Bush-Bean,https://www.inaturalist.org/observations/260686311,"20.6623116667,-156.0445111667",NA,14,gbolwerk,Haleakala National Park,HALE,30818
2025-02-03T21:26:57-10:00,2025-02-03 08:29:25-10:00,Falcataria,genus,NA,https://www.inaturalist.org/observations/260580400,"20.66362,-156.0451195",NA,3,gbolwerk,Haleakala National Park,HALE,30830
2025-01-24T20:49:40-10:00,2023/05/03 11:34 AM,Ficus benghalensis,species,Indian banyan,https://www.inaturalist.org/observations/259505312,"20.6622611111,-156.0435166667",NA,39,kurtrademacher,Haleakala National Park,HALE,30848
2026-01-19T15:45:07-10:00,2026-01-07 17:07:04,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/335428950,"19.3728924,-155.2088161",NA,NA,yerbasanta,Hawaii Volcanoes National Park,HAVO,30964
2026-01-19T10:29:08-10:00,2026-01-10 12:15:30,Epidendrum radicans,species,Fire-star orchid,https://www.inaturalist.org/observations/335394279,"19.4280240735,-155.2573030215",NA,7,cvrhope,Hawaii Volcanoes National Park,HAVO,30966
2026-01-17T14:05:05-10:00,2026-01-07 12:50:26,Wahlenbergia marginata,species,southern rockbell,https://www.inaturalist.org/observations/335137144,"19.3650956,-155.2160393997",NA,NA,yerbasanta,Hawaii Volcanoes National Park,HAVO,31071
2026-01-17T13:25:16-10:00,2026-01-07 12:50:12,Cyperus sesquiflorus,species,Fragrant Spikesedge,https://www.inaturalist.org/observations/335132041,"19.365096,-155.2160389722",NA,NA,yerbasanta,Hawaii Volcanoes National Park,HAVO,31072
2026-01-16T17:52:59-10:00,2026-01-16 15:43:06,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/335025194,"19.4167783333,-155.2429966667",NA,3,sam3104,Hawaii Volcanoes National Park,HAVO,31094
2026-01-15T19:18:04-10:00,2026-01-15 09:55:11,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/334916822,"19.3722333333,-155.210205",NA,3,sam3104,Hawaii Volcanoes National Park,HAVO,31103
2026-01-15T16:22:54-10:00,2026-01-15 13:57:40-10:00,Hedychium coccineum,species,Orange ginger lily,https://www.inaturalist.org/observations/334902583,"19.4282916667,-155.25798",NA,22,eehinger,Hawaii Volcanoes National Park,HAVO,31110
2026-01-14T19:39:09-10:00,2026-01-13 13:42:28,Etlingera elatior,species,Torch ginger,https://www.inaturalist.org/observations/334805919,"19.4032434728,-155.2635344933",NA,3,rjann,Hawaii Volcanoes National Park,HAVO,31177
2026-01-14T17:24:12-10:00,2026-01-14 14:18:30-10:00,Sporobolus elongatus,species,slender rat's tail grass,https://www.inaturalist.org/observations/334795687,"19.2955083333,-155.3069616667",NA,4,ka_y_ak,Hawaii Volcanoes National Park,HAVO,31223
2026-01-14T17:22:13-10:00,2026-01-07 17:20:24,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/334795499,"19.4282533,-155.2573236",NA,500,cvrhope,Hawaii Volcanoes National Park,HAVO,31226
2026-01-14T16:44:32-10:00,2026-01-14 15:31:35-10:00,Gomphrena celosioides,species,prostrate globe-amaranth,https://www.inaturalist.org/observations/334791810,"19.3438366667,-155.273955",NA,9,ka_y_ak,Hawaii Volcanoes National Park,HAVO,31233
2026-01-14T16:40:11-10:00,2026-01-14 15:34:56-10:00,Cotula australis,species,Common Cotula,https://www.inaturalist.org/observations/334791297,"19.3437716667,-155.2737883333",NA,4,ka_y_ak,Hawaii Volcanoes National Park,HAVO,31234
2026-01-11T18:25:26-10:00,2026-01-11 08:18:46-10:00,Psychotria mariniana,species,Kōpiko,https://www.inaturalist.org/observations/334454449,"19.4385166667,-155.3031166667",NA,3,mmuth154,Hawaii Volcanoes National Park,HAVO,31318
2026-01-11T11:22:52-10:00,2026-01-10 16:23:46-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/334405304,"19.415005,-155.237245",NA,61,leahzeng,Hawaii Volcanoes National Park,HAVO,31345
2026-01-11T11:21:49-10:00,2026-01-10 17:11:31-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/334405189,"19.4120883333,-155.2418366667",NA,102,leahzeng,Hawaii Volcanoes National Park,HAVO,31346
2026-01-09T13:10:21-10:00,2026-01-09 12:19:32-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/334142560,"19.4172833333,-155.24443",NA,188,davidtynan,Hawaii Volcanoes National Park,HAVO,31545
2026-01-07T19:26:03-10:00,2026-01-07 16:59:47,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/333935408,"19.4167893628,-155.2430141952",NA,7,kelly2296,Hawaii Volcanoes National Park,HAVO,31580
2026-01-06T12:01:28-10:00,2026-01-03 14:48:05,Bambusa multiplex,species,hedge bamboo,https://www.inaturalist.org/observations/333777235,"19.4307072048,-155.2594398335",NA,25,yerbasanta,Hawaii Volcanoes National Park,HAVO,31651
2026-01-05T11:53:56-10:00,2026-01-03 14:18:29,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/333652713,"19.4309671048,-155.2655375004",NA,65,yerbasanta,Hawaii Volcanoes National Park,HAVO,31703
2026-01-05T06:20:03-10:00,2026-01-03 13:59:30,Richardia scabra,species,Florida Pusley,https://www.inaturalist.org/observations/333591945,"19.4308896408,-155.2672487497",NA,18,yerbasanta,Hawaii Volcanoes National Park,HAVO,31711
2026-01-03T16:31:18-10:00,2026-01-03 10:39:43-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/333380819,"19.41672,-155.2430416667",NA,7,mmuth154,Hawaii Volcanoes National Park,HAVO,31749
2025-12-31T21:42:45-10:00,2025-11-30 14:12:33,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/332977823,"19.3369666,-155.2036744",NA,NA,upthemountain,Hawaii Volcanoes National Park,HAVO,31803
2025-12-28T18:51:33-10:00,2025-12-22 13:23:09-10:00,Cyperus sesquiflorus,species,Fragrant Spikesedge,https://www.inaturalist.org/observations/332550199,"19.37572,-155.2365716667",NA,12,ka_y_ak,Hawaii Volcanoes National Park,HAVO,31921
2025-12-28T09:52:17-10:00,2025-12-27 15:13:02,Sapindus thurstonii,species,Mānele,https://www.inaturalist.org/observations/332480278,"19.4388466667,-155.3033916667",NA,13,townscapes,Hawaii Volcanoes National Park,HAVO,31975
2025-12-20T05:41:23-10:00,2025-12-19 14:54:39,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/331428797,"19.4137492537,-155.2385514602",NA,28,grace_sibley,Hawaii Volcanoes National Park,HAVO,32280
2025-12-19T12:14:59-10:00,Fri Dec 19 2025 12:14:42 GMT -1000 (HST),Rhododendron indicum,species,southern Indian azalea,https://www.inaturalist.org/observations/331351325,"19.432806015,-155.2738647461",NA,15,dazpaz,Hawaii Volcanoes National Park,HAVO,32289
2025-12-15T07:20:04-10:00,2025-12-04 15:15:09,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/330868438,"19.4146037,-155.2381412997",NA,NA,vmlk,Hawaii Volcanoes National Park,HAVO,32355
2025-12-08T18:25:04-10:00,2025-12-08 17:16:01-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/330065686,"19.4306333333,-155.2636116667",NA,13,lilimz,Hawaii Volcanoes National Park,HAVO,32452
2025-12-06T16:51:11-10:00,Sat Dec 06 2025 16:51:00 GMT -1000 (HST),Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/329780912,"19.4167613983,-155.242980957",NA,3,patricus,Hawaii Volcanoes National Park,HAVO,32477
2025-12-06T09:09:09-10:00,Sat Dec 06 2025 09:09:03 GMT -1000 (HST),Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/329728568,"19.4166316986,-155.2430419922",NA,11,littleblkdog,Hawaii Volcanoes National Park,HAVO,32509
2025-11-27T04:32:29-10:00,2025-11-08 16:01:21-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/328486771,"19.42835,-155.258225",NA,4,ben_ginter,Hawaii Volcanoes National Park,HAVO,32579
2025-11-27T04:31:55-10:00,2025-11-08 16:01:12-10:00,Phyllostachys aurea,species,fishpole bamboo,https://www.inaturalist.org/observations/328486641,"19.428295,-155.2582083333",NA,3,ben_ginter,Hawaii Volcanoes National Park,HAVO,32580
2025-11-26T14:29:50-10:00,2025-11-26 10:25:11,Tillandsia usneoides,species,Spanish moss,https://www.inaturalist.org/observations/328418421,"19.4313235,-155.2733102997",NA,NA,erinkob,Hawaii Volcanoes National Park,HAVO,32611
2025-11-24T14:48:36-10:00,2025-11-24 11:09:18,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/328131068,"19.3713388889,-155.2257361111",NA,NA,tom_rooney,Hawaii Volcanoes National Park,HAVO,32794
2025-11-23T12:25:52-10:00,2024/05/14 5:40 AM,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/327939626,"19.2958123128,-155.0974203652",NA,31,paleogene,Hawaii Volcanoes National Park,HAVO,32904
2025-11-21T15:12:01-10:00,2025-11-08 14:35:27-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/327591644,"19.4110333333,-155.24948",NA,4,ben_ginter,Hawaii Volcanoes National Park,HAVO,32983
2025-11-20T17:38:15-10:00,2025/11/08 3:48 PM,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/327462380,"19.4285853762,-155.2585658457",NA,2,ben_ginter,Hawaii Volcanoes National Park,HAVO,33017
2025-11-09T19:46:50-10:00,2025-11-09 08:23:26,Crotalaria trichotoma,species,West Indian Rattlebox,https://www.inaturalist.org/observations/325826559,"19.3932576997,-155.2286933997",NA,NA,oddnovels,Hawaii Volcanoes National Park,HAVO,33229
2025-11-02T18:32:19-10:00,2025-11-02 15:49:45-10:00,Phyllostachys aurea,species,fishpole bamboo,https://www.inaturalist.org/observations/324654263,"19.4280014394,-155.2581316687",NA,15,kelly-welly,Hawaii Volcanoes National Park,HAVO,33430
2025-10-10T21:34:06-10:00,2025-10-10 17:09:54-10:00,Sida spinosa,species,prickly fanpetals,https://www.inaturalist.org/observations/320112178,"19.4381116667,-155.3052533333",NA,8,ka_y_ak,Hawaii Volcanoes National Park,HAVO,33652
2025-10-07T10:31:11-10:00,2025-08-20 10:58:11,Arundina graminifolia caespitosa,subspecies,NA,https://www.inaturalist.org/observations/319432337,"19.4314278997,-155.2601383997",NA,NA,ken45,Hawaii Volcanoes National Park,HAVO,33720
2025-10-01T10:32:28-10:00,2025-10-01 06:13:06-10:00,Cattleya,genus,NA,https://www.inaturalist.org/observations/318062501,"19.4264116667,-155.2567583333",NA,8,ka_y_ak,Hawaii Volcanoes National Park,HAVO,33754
2025-09-23T17:01:59-10:00,2025-09-22 14:29:33,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/316202153,"19.4345555556,-155.2810888889",NA,NA,beer_rice,Hawaii Volcanoes National Park,HAVO,33812
2025-09-23T14:44:47-10:00,2025-09-22 15:43:59,Epidendrum radicans,species,Fire-star orchid,https://www.inaturalist.org/observations/316181659,"19.4052611111,-155.2539777778",NA,NA,beer_rice,Hawaii Volcanoes National Park,HAVO,33821
2025-09-23T06:06:05-10:00,2025-09-22 11:09:53-10:00,Gladiolus × hortulanus,hybrid,Large-flowered Gladiolus,https://www.inaturalist.org/observations/316077287,"19.4268083333,-155.2590466667",NA,11,merrilalwyn,Hawaii Volcanoes National Park,HAVO,33867
2025-09-18T18:06:31-10:00,2025-09-18 09:25:19-10:00,Cyperus sesquiflorus,species,Fragrant Spikesedge,https://www.inaturalist.org/observations/314940452,"19.4183333333,-155.2536916667",NA,9,ka_y_ak,Hawaii Volcanoes National Park,HAVO,33939
2025-09-18T17:59:03-10:00,2025-09-18 09:56:37-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/314939644,"19.4175133333,-155.2467333333",NA,64,ka_y_ak,Hawaii Volcanoes National Park,HAVO,33942
2025-09-18T13:09:21-10:00,2025-09-18 12:53:29-10:00,Terminalia catappa,species,Sea Almond,https://www.inaturalist.org/observations/314898873,"19.4060507918,-155.2529500573",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,33972
2025-09-18T11:07:10-10:00,2025-09-18 09:57:19-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/314877157,"19.4174072661,-155.2467751213",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,33982
2025-09-17T09:13:08-10:00,2025-09-16 12:16:32-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/314635786,"19.3918533333,-155.2489",NA,82,ka_y_ak,Hawaii Volcanoes National Park,HAVO,34032
2025-09-16T08:03:22-10:00,2025-09-09 07:28:51-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/314390743,"19.4253466667,-155.2572783333",NA,9,ka_y_ak,Hawaii Volcanoes National Park,HAVO,34063
2025-09-16T07:23:45-10:00,2025-09-12 09:13:22-10:00,Gamochaeta pensylvanica,species,Pennsylvania Cudweed,https://www.inaturalist.org/observations/314382321,"19.434805,-155.274855",NA,18,ka_y_ak,Hawaii Volcanoes National Park,HAVO,34120
2025-09-16T07:20:10-10:00,2025-09-12 09:30:09-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/314381663,"19.43403,-155.2753",NA,14,ka_y_ak,Hawaii Volcanoes National Park,HAVO,34127
2025-09-16T07:10:15-10:00,2025-09-12 11:38:33-10:00,Wikstroemia uva-ursi,species,ʻĀkia,https://www.inaturalist.org/observations/314379923,"19.43012,-155.26068",NA,13,ka_y_ak,Hawaii Volcanoes National Park,HAVO,34146
2025-09-15T19:49:31-10:00,2025-09-15 11:09:16-10:00,Vanda,genus,NA,https://www.inaturalist.org/observations/314282979,"19.3700716667,-155.2058116667",NA,13,ka_y_ak,Hawaii Volcanoes National Park,HAVO,34171
2025-09-14T11:54:04-10:00,2025-09-14 09:44:45,Buddleja paniculata,species,NA,https://www.inaturalist.org/observations/313965495,"19.4129888,-155.2460582997",NA,NA,carterstrope,Hawaii Volcanoes National Park,HAVO,34255
2025-09-14T11:47:07-10:00,2025-09-14 09:39:35,Buddleja paniculata,species,NA,https://www.inaturalist.org/observations/313963742,"19.4128025997,-155.2452863997",NA,NA,carterstrope,Hawaii Volcanoes National Park,HAVO,34260
2025-09-12T11:51:14-10:00,2025-09-12 11:39:04-10:00,Wikstroemia uva-ursi,species,ʻĀkia,https://www.inaturalist.org/observations/313422804,"19.430123859,-155.2606594267",NA,3,sbierker,Hawaii Volcanoes National Park,HAVO,34290
2025-09-12T11:03:42-10:00,2025-09-12 11:02:04-10:00,Stylosanthes guianensis,species,NA,https://www.inaturalist.org/observations/313413009,"19.4299048191,-155.2676562473",NA,349,sbierker,Hawaii Volcanoes National Park,HAVO,34302
2025-09-12T09:32:28-10:00,2025-09-12 09:30:18-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/313395406,"19.4340054476,-155.2752943383",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,34308
2025-09-10T16:40:10-10:00,2025/07/10 1:58 PM,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/313039691,"19.4197043164,-155.2888179117",NA,2,jtcouncil,Hawaii Volcanoes National Park,HAVO,34337
2025-08-16T14:27:35-10:00,2025-08-16 13:19:41,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/306877831,"19.4144688161,-155.2381640567",NA,6,dontwantnoshrubs,Hawaii Volcanoes National Park,HAVO,34532
2025-07-28T15:46:07-10:00,2025/07/27 9:56 AM,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/301985858,"19.4299682275,-155.266943319",NA,15,warddaniel,Hawaii Volcanoes National Park,HAVO,35127
2025-07-28T13:28:18-10:00,2025/07/26 3:43 PM,Zingiber spectabile,species,beehive ginger,https://www.inaturalist.org/observations/301960234,"19.429548377,-155.2587592113",NA,2,warddaniel,Hawaii Volcanoes National Park,HAVO,35164
2025-07-26T21:56:32-10:00,2025-05-03 17:41:06,Tillandsia usneoides,species,Spanish moss,https://www.inaturalist.org/observations/301445781,"19.4301972222,-155.2683666667",NA,NA,moses_outdoors,Hawaii Volcanoes National Park,HAVO,35192
2025-07-24T11:12:26-10:00,2025-07-20 10:40:01,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/300777550,"19.4237083333,-155.2846966667",NA,4,samstrich,Hawaii Volcanoes National Park,HAVO,35292
2025-07-06T17:09:30-10:00,2025-07-06 14:53:48,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/295896480,"19.4300197594,-155.2593093905",NA,139,mtntopview,Hawaii Volcanoes National Park,HAVO,35555
2025-07-04T14:46:23-10:00,2025/06/29 3:05 PM,Epidendrum radicans,species,Fire-star orchid,https://www.inaturalist.org/observations/295264978,"19.427499665,-155.2565440343",NA,4,nmoorhatch,Hawaii Volcanoes National Park,HAVO,35847
2025-06-23T14:22:04-10:00,2025-06-23 14:21:28-10:00,Cupressus sempervirens,species,Mediterranean cypress,https://www.inaturalist.org/observations/292228149,"19.4324783333,-155.274475",NA,24,rileywyna,Hawaii Volcanoes National Park,HAVO,35978
2025-06-18T09:06:06-10:00,2025-06-14 12:44:15-10:00,Wikstroemia uva-ursi,species,ʻĀkia,https://www.inaturalist.org/observations/290740433,"19.4298716667,-155.26088",NA,10,jordanl212,Hawaii Volcanoes National Park,HAVO,36140
2025-06-16T22:38:22-10:00,2025-06-16 13:40:44,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/290350212,"19.4299445411,-155.259146214",NA,4,brianstreng,Hawaii Volcanoes National Park,HAVO,36154
2025-06-16T08:00:56-10:00,2025-06-14 12:54:11-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/290191782,"19.430655,-155.2636716667",NA,6,jordanl212,Hawaii Volcanoes National Park,HAVO,36185
2025-06-15T07:33:59-10:00,2025-06-14 14:40:49-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/289890053,"19.41478,-155.23752",NA,32,jordanl212,Hawaii Volcanoes National Park,HAVO,36246
2025-06-04T14:27:46-10:00,2025-06-04 14:27:33-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/286931036,"19.4109090977,-155.2495098767",NA,4,erllathrop,Hawaii Volcanoes National Park,HAVO,36316
2025-05-31T17:41:08-10:00,2025/05/03 7:13 PM,Richardia scabra,species,Florida Pusley,https://www.inaturalist.org/observations/285840839,"19.4721389,-155.5922066",NA,206,geoffabbott,Hawaii Volcanoes National Park,HAVO,36335
2025-05-31T17:33:14-10:00,2025/05/03 6:32 PM,Psychotria mariniana,species,Kōpiko,https://www.inaturalist.org/observations/285839476,"19.4721389,-155.5922066",NA,206,geoffabbott,Hawaii Volcanoes National Park,HAVO,36352
2025-05-24T11:47:18-10:00,2025-05-24 07:52:16-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/283764027,"19.4329533333,-155.2849716667",NA,6,ka_y_ak,Hawaii Volcanoes National Park,HAVO,36516
2025-05-22T14:02:45-10:00,2025-05-22 10:32:07-10:00,Pteris parkeri,species,silver ribbon fern,https://www.inaturalist.org/observations/283262729,"19.4131633333,-155.2401716667",NA,78,alycia_m,Hawaii Volcanoes National Park,HAVO,36547
2025-05-14T07:44:58-10:00,2025-05-14 07:43:25,Rhododendron indicum,species,southern Indian azalea,https://www.inaturalist.org/observations/281064403,"19.4330068,-155.273839",NA,24,madkins,Hawaii Volcanoes National Park,HAVO,36712
2025-04-29T19:25:38-10:00,2023/01/04 12:12 PM,Carex longii,species,green-and-white sedge,https://www.inaturalist.org/observations/276910395,"19.4034305556,-155.2516472222",NA,5,stephanie1120,Hawaii Volcanoes National Park,HAVO,36892
2025-04-27T21:14:29-10:00,2025-04-16 12:05:04-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/275423316,"19.2959633333,-155.0952445",NA,4,wanderlustingviv,Hawaii Volcanoes National Park,HAVO,36904
2025-03-30T09:23:41-10:00,2025-03-29 14:15:31-10:00,Cyperus sanguinolentus,species,purpleglume flatsedge,https://www.inaturalist.org/observations/267765074,"19.4119771191,-155.2386016082",NA,370,grahamsteinruck,Hawaii Volcanoes National Park,HAVO,37363
2025-03-26T10:21:04-10:00,2025/02/04 11:52 AM,Mazus pumilus,species,Asian mazus,https://www.inaturalist.org/observations/267098847,"19.4334006997,-155.2736232997",NA,NA,biisc,Hawaii Volcanoes National Park,HAVO,37442
2025-03-22T17:20:04-10:00,2025-03-22 17:14:55-10:00,Rhododendron indicum,species,southern Indian azalea,https://www.inaturalist.org/observations/266495338,"19.4295512356,-155.2571430563",NA,8,anthonyullian,Hawaii Volcanoes National Park,HAVO,37547
2025-03-10T14:36:01-10:00,2025-03-10 13:10:42-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/264874360,"19.3992666667,-155.2533866667",NA,7,leslie_flint,Hawaii Volcanoes National Park,HAVO,37746
2025-02-21T18:11:54-10:00,2025-02-21 18:10:05-10:00,Fagraea berteroana,species,Pua Kenikeni,https://www.inaturalist.org/observations/262653708,"19.4335934902,-155.2732965789",NA,44,buttescienceteacher,Hawaii Volcanoes National Park,HAVO,38072
2025-02-18T16:10:46-10:00,2024-04-04 09:16:38,Stapelia gigantea,species,Zulu Giant,https://www.inaturalist.org/observations/262213150,"19.4958721561,-155.3922460601",NA,5296,mattylikessharks,Hawaii Volcanoes National Park,HAVO,38105
