created_at,observed_on_string,taxon.name,taxon.rank,taxon.preferred_common_name,uri,location,geoprivacy,positional_accuracy_meters,user.login,park,parkName,row_id
2024-03-05T16:18:06-10:00,2024-03-04 14:08:08-10:00,Costus woodsonii,species,Red Button Ginger,https://www.inaturalist.org/observations/201432232,"19.4347655824,-155.274207541",NA,35,alexandra91823,Hawaii Volcanoes National Park,HAVO,22331
2024-02-03T06:17:12-10:00,2024-01-05 16:58:38,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/198302190,"19.4234426,-155.2585366",NA,NA,yerbasanta,Hawaii Volcanoes National Park,HAVO,22777
2024-01-17T19:11:40-10:00,2024-01-04 14:28:14,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/196968720,"19.4288963997,-155.2590103997",NA,NA,yerbasanta,Hawaii Volcanoes National Park,HAVO,23069
2024-01-05T09:56:32-10:00,2024-01-03 16:21:27-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/195860479,"19.414545,-155.2370916667",NA,1074,jeffhill,Hawaii Volcanoes National Park,HAVO,23289
2024-01-04T21:39:36-10:00,2024-01-04 12:49:00-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/195819166,"19.413375,-155.2401416667",NA,4,laiet17,Hawaii Volcanoes National Park,HAVO,23329
2023-12-28T14:19:01-10:00,2023-12-28 12:32:56-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/195122811,"19.4429783333,-155.3020333333",NA,4,blainespellman,Hawaii Volcanoes National Park,HAVO,23417
2023-12-19T21:41:57-10:00,2023-12-02 09:53:53-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/194413942,"19.4428616667,-155.3033133333",NA,10,aburke,Hawaii Volcanoes National Park,HAVO,23520
2023-11-29T04:55:07-10:00,2023-11-23 12:48:32-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/192552820,"19.438775,-155.303405",NA,67,amayliapy,Hawaii Volcanoes National Park,HAVO,23774
2023-11-12T01:00:44-10:00,2023-11-10 13:36:07-10:00,Passiflora edulis edulis,form,Purple passion fruit,https://www.inaturalist.org/observations/190778634,"19.2956715828,-155.3067961408",NA,23,biosfera_antropoceno,Hawaii Volcanoes National Park,HAVO,23880
2023-11-06T09:16:08-10:00,2022/09/20 3:07 PM,Gamochaeta pensylvanica,species,Pennsylvania Cudweed,https://www.inaturalist.org/observations/190233412,"19.4313934116,-155.27015359",NA,676,marleyi,Hawaii Volcanoes National Park,HAVO,23937
2023-11-06T09:16:08-10:00,2022/09/20 1:45 PM,Cyperus sanguinolentus,species,purpleglume flatsedge,https://www.inaturalist.org/observations/190233411,"19.4303063768,-155.2680084933",NA,896,marleyi,Hawaii Volcanoes National Park,HAVO,23938
2023-11-03T11:24:09-10:00,2022/09/20 6:02 PM,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/189891771,"19.4405699267,-155.3029639735",NA,308,marleyi,Hawaii Volcanoes National Park,HAVO,23975
2023-10-30T20:06:23-10:00,2022/09/20 5:39 PM,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/189542192,"19.4407142175,-155.3028354623",NA,322,marleyi,Hawaii Volcanoes National Park,HAVO,23987
2023-10-30T20:06:20-10:00,2022/09/20 5:24 PM,Gamochaeta pensylvanica,species,Pennsylvania Cudweed,https://www.inaturalist.org/observations/189542186,"19.4336786066,-155.2977238493",NA,1145,marleyi,Hawaii Volcanoes National Park,HAVO,23991
2023-10-30T16:29:28-10:00,2023-10-27 10:24:09-10:00,Zephyranthes carinata,species,Rose Pink Zephyr Lily,https://www.inaturalist.org/observations/189531587,"19.3356533333,-155.222",NA,3,katelynn99,Hawaii Volcanoes National Park,HAVO,24008
2023-10-29T20:20:55-10:00,2023-10-29 13:03:03-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/189445729,"19.4385833333,-155.302795",NA,4,projectseawolf_sv,Hawaii Volcanoes National Park,HAVO,24048
2023-10-29T20:08:54-10:00,2023-10-29 14:23:16-10:00,Heterotis rotundifolia,species,Spanish Shawl,https://www.inaturalist.org/observations/189445038,"19.4397616667,-155.304475",NA,5,projectseawolf_sv,Hawaii Volcanoes National Park,HAVO,24064
2023-10-28T17:52:57-10:00,2023-10-28 12:20:29-10:00,Phyllostachys aurea,species,fishpole bamboo,https://www.inaturalist.org/observations/189310386,"19.4280866667,-155.2581783333",NA,4,projectseawolf_sv,Hawaii Volcanoes National Park,HAVO,24088
2023-10-28T10:30:38-10:00,2023-10-26 13:09:22-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/189269361,"19.4227948459,-155.2530244087",NA,8,sbierker,Hawaii Volcanoes National Park,HAVO,24101
2023-10-20T11:55:16-10:00,2023-10-20 10:16:49-10:00,Wikstroemia oahuensis,species,ʻĀkia,https://www.inaturalist.org/observations/188307296,"19.3329416667,-155.20137",NA,9512,biosfera_antropoceno,Hawaii Volcanoes National Park,HAVO,24208
2023-10-13T22:07:03-10:00,2022/09/21 1:19 PM,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/187463190,"19.4652775,-155.2490028187",NA,92,marleyi,Hawaii Volcanoes National Park,HAVO,24242
2023-10-06T17:15:24-10:00,2023-10-06 11:42:45-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/186495625,"19.4417422324,-155.303314203",NA,187,steve_boyd,Hawaii Volcanoes National Park,HAVO,24351
2023-10-06T14:53:46-10:00,2023-09-24 08:28:51,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/186481359,"19.43862594,-155.30323009",NA,8,asplenimanes,Hawaii Volcanoes National Park,HAVO,24360
2023-10-05T17:09:10-10:00,2023-10-05 17:07:51-10:00,Cyperus sanguinolentus,species,purpleglume flatsedge,https://www.inaturalist.org/observations/186363018,"19.425360306,-155.256051635",NA,268,biosfera_antropoceno,Hawaii Volcanoes National Park,HAVO,24372
2023-09-20T20:05:15-10:00,2023-09-19 09:27:25-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/184223522,"19.4402783333,-155.3048866667",NA,4,christopherrustay,Hawaii Volcanoes National Park,HAVO,24484
2023-09-09T16:56:32-10:00,2023/09/03 5:19 PM,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/182576545,"19.439444,-155.302956",NA,62,dreierj,Hawaii Volcanoes National Park,HAVO,24602
2023-09-05T18:09:17-10:00,2023-08-27 16:33:09,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/182008015,"19.4152142997,-155.2424868997",NA,NA,hydrophilus,Hawaii Volcanoes National Park,HAVO,24704
2023-09-05T18:07:54-10:00,2023-08-27 16:27:07,Russelia equisetiformis,species,Firecracker plant,https://www.inaturalist.org/observations/182007941,"19.4161338,-155.2427811997",NA,NA,hydrophilus,Hawaii Volcanoes National Park,HAVO,24706
2023-09-02T05:32:26-10:00,2023-04-13 15:04:50-10:00,Brugmansia aurea,species,Golden Angel's Trumpet,https://www.inaturalist.org/observations/181392156,"19.4320916667,-155.271805",NA,12717,c_belcher424,Hawaii Volcanoes National Park,HAVO,24817
2023-08-31T20:58:59-10:00,2023-08-31 10:31:14-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/181165861,"19.4386,-155.3081366667",NA,32,catchang,Hawaii Volcanoes National Park,HAVO,24855
2023-08-30T10:05:05-10:00,2023-08-30 09:17:22-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/180962320,"19.4920866145,-155.2613310424",NA,1140,sbierker,Hawaii Volcanoes National Park,HAVO,24869
2023-08-29T11:32:35-10:00,2023-08-27 14:26:13-10:00,Carex longii,species,green-and-white sedge,https://www.inaturalist.org/observations/180831065,"19.4034920766,-155.2515976744",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,24898
2023-08-27T14:27:05-10:00,2023-08-27 13:32:41-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/180545205,"19.4135760199,-155.2398562616",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,24930
2023-08-21T13:38:03-10:00,2023-08-20 14:28:38-10:00,Paphiopedilum,genus,Asian Slipper Orchids,https://www.inaturalist.org/observations/179603807,"19.430095,-155.2583",NA,40,gloriouscreation,Hawaii Volcanoes National Park,HAVO,24977
2023-08-11T18:59:16-10:00,2023/08/07 9:14 PM,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/177944358,"19.3659750771,-155.2190493599",NA,545,neontetraploid,Hawaii Volcanoes National Park,HAVO,25065
2023-08-10T19:23:32-10:00,2023/08/06 4:51 PM,Gomphrena celosioides,species,prostrate globe-amaranth,https://www.inaturalist.org/observations/177779725,"19.3603053977,-155.3435768671",NA,1938,neontetraploid,Hawaii Volcanoes National Park,HAVO,25122
2023-08-09T23:34:30-10:00,2023-07-28 12:14:31-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/177639806,"19.4150292764,-155.2369958054",NA,35,emma5518,Hawaii Volcanoes National Park,HAVO,25150
2023-08-08T14:43:22-10:00,2023/07/22 3:19 PM,Cyperus sanguinolentus,species,purpleglume flatsedge,https://www.inaturalist.org/observations/177433619,"19.4625051271,-155.2482045004",NA,NA,silversea_starsong,Hawaii Volcanoes National Park,HAVO,25191
2023-07-24T21:37:43-10:00,2023-07-24 15:58:50,Stapelia gigantea,species,Zulu Giant,https://www.inaturalist.org/observations/174825504,"19.3642779,-155.2149598",NA,NA,onlybugs,Hawaii Volcanoes National Park,HAVO,25391
2023-07-14T03:28:58-10:00,2023-06-24 10:02:57-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/172836867,"19.418045,-155.2558883333",NA,4,geoffpz,Hawaii Volcanoes National Park,HAVO,25548
2023-07-09T17:58:05-10:00,2023-07-09 17:56:48-10:00,Rhododendron simsii,species,Red Azalea,https://www.inaturalist.org/observations/172102080,"19.4248992903,-155.256210873",NA,8,sbierker,Hawaii Volcanoes National Park,HAVO,25618
2023-07-09T17:10:34-10:00,2023-07-09 17:05:38-10:00,Cyperus sesquiflorus,species,Fragrant Spikesedge,https://www.inaturalist.org/observations/172095781,"19.4323871177,-155.2630337729",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,25621
2023-07-06T18:19:20-10:00,2023-07-06 18:18:15-10:00,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/171504329,"19.4320916667,-155.271805",NA,12717,biosfera_antropoceno,Hawaii Volcanoes National Park,HAVO,25673
2023-07-05T20:17:31-10:00,2023-07-04 14:17:35-10:00,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/171337006,"19.4170617917,-155.2431790686",NA,4,sbierker,Hawaii Volcanoes National Park,HAVO,25695
2023-07-04T21:04:38-10:00,2023/07/04 12:41 PM,Gamochaeta pensylvanica,species,Pennsylvania Cudweed,https://www.inaturalist.org/observations/171166328,"19.4284444444,-155.2592527778",NA,NA,jeffersonashby,Hawaii Volcanoes National Park,HAVO,25729
2023-06-28T10:03:01-10:00,2023/06/12 12:00 PM,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/170002035,"19.440388678,-155.3035003555",NA,61,jnstuart,Hawaii Volcanoes National Park,HAVO,25877
2023-06-18T22:31:19-10:00,2023-06-18 18:15:02-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/168260910,"19.430905,-155.272505",NA,4,lherrell,Hawaii Volcanoes National Park,HAVO,25918
2023-06-14T12:11:20-10:00,2014/10/23 7:18 PM,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/167436724,"19.4290543,-155.2568892",NA,1361,lhaas,Hawaii Volcanoes National Park,HAVO,25968
2023-06-09T21:35:59-10:00,2023/06/09 4:06 PM,Musa ornata,species,Flowering Banana,https://www.inaturalist.org/observations/166546584,"19.4183,-155.2491",NA,50,danieldas,Hawaii Volcanoes National Park,HAVO,26011
2023-06-09T21:11:55-10:00,2023/06/09 1:41 PM,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/166544721,"19.3367972222,-155.2045444444",NA,13,danieldas,Hawaii Volcanoes National Park,HAVO,26048
2023-06-09T20:51:24-10:00,2023/06/09 12:04 PM,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/166543013,"19.4149527778,-155.2370444444",NA,4,danieldas,Hawaii Volcanoes National Park,HAVO,26101
2023-06-09T20:51:19-10:00,2023/06/09 11:53 AM,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/166542986,"19.4132611111,-155.240525",NA,4,danieldas,Hawaii Volcanoes National Park,HAVO,26116
2023-06-09T20:51:14-10:00,2023/06/09 11:42 AM,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/166542950,"19.4167694444,-155.2430416667",NA,3,danieldas,Hawaii Volcanoes National Park,HAVO,26136
2023-06-09T20:51:13-10:00,2023/06/09 11:19 AM,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/166542947,"19.4290027778,-155.2575972222",NA,4,danieldas,Hawaii Volcanoes National Park,HAVO,26138
2023-06-02T08:54:40-10:00,2023-06-02 08:54:23-10:00,Epidendrum radicans,species,Fire-star orchid,https://www.inaturalist.org/observations/165180566,"19.425264691,-155.255414948",NA,16,askrenm,Hawaii Volcanoes National Park,HAVO,26184
2023-05-30T20:18:39-10:00,2023-05-30 10:10:55,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/164763559,"19.44285,-155.3033111111",NA,NA,kentross,Hawaii Volcanoes National Park,HAVO,26211
2023-05-09T20:49:48-10:00,2023-05-09 18:23:43-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/160867493,"19.2914366667,-155.125275",NA,4,l1ay,Hawaii Volcanoes National Park,HAVO,26306
2023-04-26T14:34:30-10:00,2023-04-26 07:06:19-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/156819181,"19.442825,-155.3032833333",NA,4,leedoza,Hawaii Volcanoes National Park,HAVO,26372
2023-04-26T08:47:41-10:00,2023-04-26 07:06:19-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/156774178,"19.442825,-155.3032833333",NA,4,leedoza,Hawaii Volcanoes National Park,HAVO,26379
2023-04-26T08:41:06-10:00,2023-04-26 07:21:01-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/156773030,"19.44292,-155.3020633333",NA,4,leedoza,Hawaii Volcanoes National Park,HAVO,26383
2023-04-04T15:22:06-10:00,2023-04-03 15:35:33-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/153516496,"19.2953166667,-155.0983721667",NA,4,anna120,Hawaii Volcanoes National Park,HAVO,26685
2023-04-04T14:59:59-10:00,2023-04-03 15:23:02-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/153514410,"19.2958,-155.0955971667",NA,2,anna120,Hawaii Volcanoes National Park,HAVO,26691
2023-04-04T12:22:50-10:00,2023-04-03 15:12:43-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/153498310,"19.29528,-155.0978388333",NA,4,anna120,Hawaii Volcanoes National Park,HAVO,26707
2023-04-04T12:09:04-10:00,2023-04-03 14:43:21-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/153496912,"19.2929383333,-155.1219778333",NA,8,anna120,Hawaii Volcanoes National Park,HAVO,26711
2023-04-04T10:52:34-10:00,2023-04-03 14:21:53-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/153488378,"19.28942,-155.1290138333",NA,4,anna120,Hawaii Volcanoes National Park,HAVO,26723
2023-03-29T15:35:19-10:00,2023-03-29 12:03:16,Leucospermum cuneiforme,species,Wartstem Pincushion,https://www.inaturalist.org/observations/152789310,"19.416637,-155.242986",NA,NA,sara747,Hawaii Volcanoes National Park,HAVO,26860
2023-03-28T21:13:24-10:00,2023-03-28 13:25:43-10:00,Lantana × strigocamara,hybrid,Lantana,https://www.inaturalist.org/observations/152704254,"19.2885649422,-155.1883575825",NA,3219,indiriver,Hawaii Volcanoes National Park,HAVO,26871
2023-03-18T16:33:32-10:00,Mon Mar 13 2023 16:20:26 GMT -0500 (CDT),Dietes grandiflora,species,Large Fortnight Lily,https://www.inaturalist.org/observations/151563684,"19.4053783417,-155.2793273926",NA,10208,paulefields,Hawaii Volcanoes National Park,HAVO,27000
2023-03-16T22:24:34-10:00,2023-03-15 13:39:30-10:00,Tillandsia usneoides,species,Spanish moss,https://www.inaturalist.org/observations/151373578,"19.409845,-155.252395",NA,5,ladybug-143,Hawaii Volcanoes National Park,HAVO,27006
2023-03-10T15:17:41-10:00,NA,Lycopodium clavatum,species,stag's-horn clubmoss,https://www.inaturalist.org/observations/150780156,"19.4217938374,-155.2925010771",NA,3297,davidhill9,Hawaii Volcanoes National Park,HAVO,27096
2023-03-07T18:26:51-10:00,2023-03-07 14:45:34-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/150548073,"19.43755,-155.30327",NA,6207,asherhiggins91,Hawaii Volcanoes National Park,HAVO,27173
2023-03-07T18:24:15-10:00,2023-03-07 15:25:04-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/150547921,"19.439645,-155.3053133333",NA,363,asherhiggins91,Hawaii Volcanoes National Park,HAVO,27178
2023-03-07T18:21:07-10:00,2023-03-07 15:39:16-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/150547722,"19.4427083333,-155.3037416667",NA,224,asherhiggins91,Hawaii Volcanoes National Park,HAVO,27184
2023-03-07T18:17:57-10:00,2023-03-07 15:50:17-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/150547527,"19.4428216667,-155.301605",NA,138,asherhiggins91,Hawaii Volcanoes National Park,HAVO,27187
2023-02-04T20:24:06-10:00,2023-02-04 08:01:58,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/148080289,"19.4428491,-155.3032996997",NA,NA,jmole,Hawaii Volcanoes National Park,HAVO,27444
2023-02-04T12:54:21-10:00,2023-02-04 07:50:37,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/148054361,"19.4428149997,-155.3015964997",NA,NA,jmole,Hawaii Volcanoes National Park,HAVO,27451
2023-02-03T21:19:35-10:00,2023-02-03 15:10:14,Spermacoce prostrata,species,Prostrate False Buttonweed,https://www.inaturalist.org/observations/148002862,"19.3670280997,-155.1914999997",NA,NA,jmole,Hawaii Volcanoes National Park,HAVO,27483
2023-02-03T08:16:45-10:00,2023-01-10 08:25:22-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/147963128,"19.4428833333,-155.3032833333",NA,3,ashley2120,Hawaii Volcanoes National Park,HAVO,27582
2023-01-27T07:17:56-10:00,2023-01-26 16:45:53,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/147467924,"19.4428388889,-155.3034916667",NA,NA,th92105,Hawaii Volcanoes National Park,HAVO,27666
2023-01-19T17:58:32-10:00,2023-01-17 10:36:49,Begonia hirtella,species,bearded begonia,https://www.inaturalist.org/observations/146934608,"19.4173027778,-155.2432833333",NA,NA,ericoid,Hawaii Volcanoes National Park,HAVO,27829
2023-01-05T15:10:37-10:00,2022/12/02 11:54 AM,Gamochaeta pensylvanica,species,Pennsylvania Cudweed,https://www.inaturalist.org/observations/145932677,"19.4182861111,-155.2533111111",NA,3,jimirob1,Hawaii Volcanoes National Park,HAVO,28020
2022-12-31T08:57:13-10:00,2022-12-29 10:06:24,Ardisia elliptica,species,shoebutton Ardisia,https://www.inaturalist.org/observations/145520745,"19.4002296243,-155.2825423703",NA,4392,ajallday,Hawaii Volcanoes National Park,HAVO,28127
2024-09-18T09:22:29-10:00,2024-09-13 09:29:40-10:00,Calanthe tankervilleae,species,Chinese Ground Orchid,https://www.inaturalist.org/observations/242544650,"21.1456861667,-156.9002383333",NA,9,gingaaninjaa,Kalaupapa National Historical Park,KALA,28149
2024-07-22T16:23:03-10:00,2024-07-10 06:23:31-10:00,Plumeria rubra,species,Mexican Plumeria,https://www.inaturalist.org/observations/231124098,"21.2100616667,-156.971345",NA,4,gingaaninjaa,Kalaupapa National Historical Park,KALA,28182
2024-07-22T16:20:58-10:00,2024-07-10 09:02:42-10:00,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/231123865,"21.1798033333,-156.9933916667",NA,4,gingaaninjaa,Kalaupapa National Historical Park,KALA,28184
2024-02-04T10:46:38-10:00,2024-02-03 15:06:56-10:00,Alpinia zerumbet,species,Shell ginger,https://www.inaturalist.org/observations/198425214,"21.175855,-157.0054472167",NA,4,bcinptwa,Kalaupapa National Historical Park,KALA,28227
2023-05-14T20:56:30-10:00,2023-05-14 16:36:42-10:00,Bidens alba,species,White beggarticks,https://www.inaturalist.org/observations/161760842,"21.1942821997,-156.9660625254",NA,678,oilgavart,Kalaupapa National Historical Park,KALA,28229
2023-01-02T21:30:33-10:00,2022/12/27 5:03 PM,Epipremnum aureum,species,Golden Pothos,https://www.inaturalist.org/observations/145736362,"21.174361,-157.003454",NA,NA,kevinfaccenda,Kalaupapa National Historical Park,KALA,28239
2023-01-02T21:30:33-10:00,2022/12/27 4:55 PM,Digitaria henryi,species,Henry's crabgrass,https://www.inaturalist.org/observations/145736360,"21.1770099722,-157.0051029722",NA,NA,kevinfaccenda,Kalaupapa National Historical Park,KALA,28241
2023-01-02T21:30:32-10:00,2022/12/27 4:55 PM,Cotula australis,species,Common Cotula,https://www.inaturalist.org/observations/145736359,"21.1770099722,-157.0051029722",NA,NA,kevinfaccenda,Kalaupapa National Historical Park,KALA,28242
2024-10-03T10:51:57-10:00,2024-10-03 08:51:25-10:00,Hibiscus × rosa-sinensis,hybrid,Tricolor Hibiscus,https://www.inaturalist.org/observations/245467784,"19.6830616667,-156.0331721667",NA,5,maheu1021,Kaloko-Honokohau National Historical Park,KAHO,28381
2024-05-29T16:33:09-10:00,2024-05-29 14:02:34,Porophyllum ruderale,species,yerba porosa,https://www.inaturalist.org/observations/219246016,"19.6716537222,-156.0246124167",NA,NA,lornieclaire,Kaloko-Honokohau National Historical Park,KAHO,28483
2024-05-29T15:04:47-10:00,2024-05-29 14:02:28-10:00,Porophyllum ruderale,species,yerba porosa,https://www.inaturalist.org/observations/219233202,"19.6715866667,-156.0245666667",NA,8,aanderson72,Kaloko-Honokohau National Historical Park,KAHO,28492
2024-05-16T21:47:11-10:00,2024/05/16 1:22 PM,Cenchrus echinatus,species,Southern Sandbur,https://www.inaturalist.org/observations/216263070,"19.6712643168,-156.0245826587",NA,15,aanderson72,Kaloko-Honokohau National Historical Park,KAHO,28537
2024-04-21T10:38:39-10:00,2015-12-12 04:35:32-06:00,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/208566982,"19.678837224,-156.0212367795",NA,270,carsonlambert,Kaloko-Honokohau National Historical Park,KAHO,28557
2024-04-20T20:06:14-10:00,2024-04-19 13:50:18,Gossypium hirsutum,species,Upland Cotton,https://www.inaturalist.org/observations/208429044,"19.6783025,-156.0215679",NA,NA,shelby298,Kaloko-Honokohau National Historical Park,KAHO,28560
2024-04-03T16:19:30-10:00,2024/03/25 9:20 AM,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/205320421,"19.6759777778,-156.0224",NA,11,wisel,Kaloko-Honokohau National Historical Park,KAHO,28588
2024-03-03T20:10:25-10:00,2024-03-03 11:36:21-10:00,Terminalia catappa,species,Sea Almond,https://www.inaturalist.org/observations/201230514,"19.6759114223,-156.0225791807",NA,3,lumenal,Kaloko-Honokohau National Historical Park,KAHO,28622
2024-03-03T20:07:54-10:00,2024-03-03 11:25:16-10:00,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/201230394,"19.6764614945,-156.0206750596",NA,3,lumenal,Kaloko-Honokohau National Historical Park,KAHO,28628
2024-02-13T19:51:20-10:00,2024/02/11 10:43 AM,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/199256280,"19.6764450833,-156.020777305",NA,10,pierce_louderback,Kaloko-Honokohau National Historical Park,KAHO,28652
2024-01-16T07:10:39-10:00,2024-01-04 10:43:05-10:00,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/196849575,"19.6765833333,-156.020675",NA,4,bdale1334,Kaloko-Honokohau National Historical Park,KAHO,28667
2024-01-08T15:15:41-10:00,2023/12/13 2:25 PM,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/196167259,"19.6760194444,-156.0228416667",NA,4,darylnolan,Kaloko-Honokohau National Historical Park,KAHO,28675
2023-09-26T09:32:30-10:00,2023-09-26 09:31:56-10:00,Scaevola taccada taccada,subspecies,NA,https://www.inaturalist.org/observations/185048034,"19.6738633333,-156.0260778333",NA,4,kaminslc,Kaloko-Honokohau National Historical Park,KAHO,28742
2023-09-06T15:19:53-10:00,2023-08-29 21:41:49,Lysiphyllum hookeri,species,White Bauhinia,https://www.inaturalist.org/observations/182127856,"19.6721648997,-156.0253961997",NA,NA,hydrophilus,Kaloko-Honokohau National Historical Park,KAHO,28776
2023-07-18T07:23:44-10:00,2023/07/16 7:25 PM,Ficus lyrata,species,Fiddle-leaf Fig,https://www.inaturalist.org/observations/173625228,"19.6681090932,-156.0270352179",NA,15,howardfriedman1,Kaloko-Honokohau National Historical Park,KAHO,28886
2023-07-18T07:23:43-10:00,2023/07/16 7:25 PM,Ficus lyrata,species,Fiddle-leaf Fig,https://www.inaturalist.org/observations/173625225,"19.6680181671,-156.0267562682",NA,15,howardfriedman1,Kaloko-Honokohau National Historical Park,KAHO,28887
2023-04-01T14:06:52-10:00,2023-04-01 13:21:37-10:00,Washingtonia robusta,species,Mexican Fan Palm,https://www.inaturalist.org/observations/153113239,"19.6706333333,-156.0264278333",NA,4,anna120,Kaloko-Honokohau National Historical Park,KAHO,28944
2023-03-31T21:47:04-10:00,2023-03-31 12:46:14,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/153016821,"19.6760611111,-156.0238916667",NA,NA,wadesworld19,Kaloko-Honokohau National Historical Park,KAHO,28946
2023-03-09T13:40:29-10:00,2023-03-09 13:36:46,Washingtonia robusta,species,Mexican Fan Palm,https://www.inaturalist.org/observations/150692851,"19.67185982,-156.02542081",NA,8,florawhite,Kaloko-Honokohau National Historical Park,KAHO,28991
2023-02-11T17:01:54-10:00,2023/01/29 4:11 PM,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/148573886,"19.6787380764,-156.0221449208",NA,8,jmole,Kaloko-Honokohau National Historical Park,KAHO,29011
2023-01-29T10:09:16-10:00,2023-01-29 10:08:23,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/147640423,"19.678892,-156.0218658",NA,NA,jmole,Kaloko-Honokohau National Historical Park,KAHO,29038
2023-01-29T10:08:05-10:00,2023-01-29 10:07:28,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/147640338,"19.6787677997,-156.0220960997",NA,NA,jmole,Kaloko-Honokohau National Historical Park,KAHO,29040
2023-01-29T10:05:39-10:00,2023-01-29 10:04:59,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/147640127,"19.6782256,-156.0220074",NA,NA,jmole,Kaloko-Honokohau National Historical Park,KAHO,29041
